CoID,Date,CostCtr,  Ces  ,  Stops  ,   GP Dollars
FDC,5/13/2019,5110,18747.71421,121,"116,060.91"
FDC,5/13/2019,5120,22847.31355,311,"144,181.86"
FDC,5/13/2019,5130,12942.84784,189,"93,456.03"
FDC,5/13/2019,5150,5196.927915,214,"34,615.02"
FDC,5/14/2019,5110,20133.35266,130,"124,638.94"
FDC,5/14/2019,5120,24535.95226,334,"154,838.30"
FDC,5/14/2019,5130,13899.4502,203,"100,363.34"
FDC,5/14/2019,5150,5581.031441,230,"37,173.41"
FDC,5/15/2019,5110,17464.14663,112,"108,114.77"
FDC,5/15/2019,5120,21283.06573,290,"134,310.40"
FDC,5/15/2019,5130,12056.71209,176,"87,057.54"
FDC,5/15/2019,5150,4841.118768,199,"32,245.09"
FDC,5/16/2019,5110,20139.33528,130,"124,675.98"
FDC,5/16/2019,5120,24543.24312,334,"154,884.31"
FDC,5/16/2019,5130,13903.58042,203,"100,393.17"
FDC,5/16/2019,5150,5582.689843,230,"37,184.45"
FDC,5/17/2019,5110,20406.26063,131,"126,328.43"
FDC,5/17/2019,5120,24868.53756,339,"156,937.13"
FDC,5/17/2019,5130,14087.85751,206,"101,723.77"
FDC,5/17/2019,5150,5656.682427,233,"37,677.29"
FDC,5/20/2019,5110,20102.53919,129,"124,448.19"
FDC,5/20/2019,5120,24498.40076,334,"154,601.32"
FDC,5/20/2019,5130,13878.17753,203,"100,209.74"
FDC,5/20/2019,5150,5572.489847,230,"37,116.52"
FDC,5/21/2019,5110,21950.41841,141,"135,887.80"
FDC,5/21/2019,5120,26750.35934,364,"168,812.69"
FDC,5/21/2019,5130,15153.89676,221,"109,421.29"
FDC,5/21/2019,5150,6084.728032,251,"40,528.37"
FDC,5/22/2019,5110,21565.56919,139,"133,505.32"
FDC,5/22/2019,5120,26281.35439,358,"165,852.95"
FDC,5/22/2019,5130,14888.20864,217,"107,502.84"
FDC,5/22/2019,5150,5978.046564,246,"39,817.80"
FDC,5/23/2019,5110,25494.58862,164,"157,828.58"
FDC,5/23/2019,5120,31069.54018,423,"196,069.62"
FDC,5/23/2019,5130,17600.68335,257,"127,088.73"
FDC,5/23/2019,5150,7067.183646,291,"47,072.18"
FDC,5/24/2019,5110,28414.94138,183,"175,907.53"
FDC,5/24/2019,5120,34628.49219,472,"218,528.99"
FDC,5/24/2019,5130,19616.80548,286,"141,646.48"
FDC,5/24/2019,5150,7876.715017,324,"52,464.20"
FDC,5/28/2019,5110,28372.57981,183,"175,645.28"
FDC,5/28/2019,5120,34576.86734,471,"218,203.20"
FDC,5/28/2019,5130,19587.56035,286,"141,435.31"
FDC,5/28/2019,5150,7864.972253,324,"52,385.98"
FDC,5/29/2019,5110,26285.60903,169,"162,725.53"
FDC,5/29/2019,5120,32033.53457,436,"202,153.07"
FDC,5/29/2019,5130,18146.77962,265,"131,031.91"
FDC,5/29/2019,5150,7286.4571,300,"48,532.69"
FDC,5/30/2019,5110,21645.784,139,"134,001.91"
FDC,5/30/2019,5120,26379.10993,359,"166,469.86"
FDC,5/30/2019,5130,14943.58649,218,"107,902.71"
FDC,5/30/2019,5150,6000.282375,247,"39,965.90"
FDC,5/31/2019,5110,21074.08557,136,"130,462.71"
FDC,5/31/2019,5120,25682.39709,350,"162,073.13"
FDC,5/31/2019,5130,14548.9034,212,"105,052.83"
FDC,5/31/2019,5150,5841.805693,241,"38,910.34"
FDC,6/3/2019,5110,17375.2331,112,"107,564.33"
FDC,6/3/2019,5120,21174.70931,288,"133,626.60"
FDC,6/3/2019,5130,11995.32891,175,"86,614.31"
FDC,6/3/2019,5150,4816.471647,198,"32,080.93"
FDC,6/4/2019,5110,17925.01856,115,"110,967.87"
FDC,6/4/2019,5120,21844.71743,298,"137,854.80"
FDC,6/4/2019,5130,12374.88396,181,"89,354.95"
FDC,6/4/2019,5150,4968.87398,205,"33,096.03"
FDC,6/5/2019,5110,18541.23187,119,"114,782.65"
FDC,6/5/2019,5120,22595.67931,308,"142,593.88"
FDC,6/5/2019,5130,12800.29876,187,"92,426.73"
FDC,6/5/2019,5150,5139.690332,212,"34,233.78"
FDC,6/6/2019,5110,19409.91147,125,"120,160.36"
FDC,6/6/2019,5120,23654.31478,322,"149,274.57"
FDC,6/6/2019,5130,13400.00856,196,"96,757.04"
FDC,6/6/2019,5150,5380.49117,222,"35,837.68"
FDC,6/7/2019,5110,20698.8426,133,"128,139.70"
FDC,6/7/2019,5120,25225.099,344,"159,187.28"
FDC,6/7/2019,5130,14289.84714,209,"103,182.27"
FDC,6/7/2019,5150,5737.78711,236,"38,217.51"
FDC,6/10/2019,5110,17834.62892,115,"110,408.30"
FDC,6/10/2019,5120,21734.56211,296,"137,159.65"
FDC,6/10/2019,5130,12312.48172,180,"88,904.37"
FDC,6/10/2019,5150,4943.817675,204,"32,929.14"
FDC,6/11/2019,5110,19265.25747,124,"119,264.85"
FDC,6/11/2019,5120,23478.02901,320,"148,162.09"
FDC,6/11/2019,5130,13300.14387,194,"96,035.95"
FDC,6/11/2019,5150,5340.392607,220,"35,570.59"
FDC,6/12/2019,5110,18188.05758,117,"112,596.26"
FDC,6/12/2019,5120,22165.2757,302,"139,877.74"
FDC,6/12/2019,5130,12556.47804,183,"90,666.18"
FDC,6/12/2019,5150,5041.789259,208,"33,581.69"
FDC,6/13/2019,5110,19324.88441,124,"119,633.98"
FDC,6/13/2019,5120,23550.69469,321,"148,620.66"
